,statuses_count,followers_count,friends_count,favourites_count,listed_count,is_default_profile,is_profile_use_background_image,is_verified,user_age,tweets_freq,followers_growth_rate,friends_growth_rate,favourites_growth_rate,listed_growth_rate,followers_friends_ratio,screen_name_length,num_digits_in_screen_name,length_of_name,num_digits_in_name,description_length,is_bot
0,984,1319,1295,950,9,0,1,0,2634,0.3735763097949886,0.5007593014426728,0.49164768413059984,0.360668185269552,0.003416856492027335,1.0185328185328186,15,0,18,0,144,1
1,695,1310,1264,189,12,0,1,0,2768,0.25108381502890176,0.47326589595375723,0.45664739884393063,0.06828034682080925,0.004335260115606936,1.0363924050632911,14,0,15,0,144,1
2,2012,1522,1504,1115,12,0,1,0,3192,0.6303258145363408,0.4768170426065163,0.47117794486215536,0.3493107769423559,0.0037593984962406013,1.011968085106383,11,0,12,0,144,1
3,655,1251,1190,319,10,0,1,0,2630,0.24904942965779467,0.4756653992395437,0.4524714828897338,0.12129277566539924,0.0038022813688212928,1.0512605042016807,13,0,14,0,144,1
4,785,1349,1293,265,10,0,1,0,2847,0.275728837372673,0.47383210396909026,0.4541622760800843,0.09308043554618897,0.0035124692658939235,1.0433101314771849,12,0,13,0,144,1
5,703,1201,1197,371,10,0,1,0,2677,0.2626073963391857,0.44863653343294735,0.4471423234964513,0.1385879716100112,0.0037355248412401943,1.0033416875522139,12,0,13,0,144,1
6,620,1332,1279,420,10,0,1,0,2696,0.22997032640949555,0.4940652818991098,0.47440652818991097,0.15578635014836795,0.00370919881305638,1.0414386239249414,12,0,13,0,144,1
7,305,996,931,351,11,0,1,0,2699,0.11300481659874027,0.369025565024083,0.3449425713227121,0.13004816598740274,0.004075583549462764,1.0698174006444683,13,0,14,0,144,1
8,576,1182,1160,361,8,0,1,0,2723,0.21153139919206757,0.434080058758722,0.426000734484025,0.13257436650752846,0.0029379360998898272,1.0189655172413794,13,0,19,0,144,1
9,726,1390,1349,585,10,0,1,0,2617,0.27741688956820787,0.5311425296140619,0.515475735575086,0.22353840275124187,0.0038211692777990066,1.0303928836174945,9,0,10,0,144,1
10,1427,1421,1398,534,13,0,1,0,2575,0.5541747572815534,0.5518446601941748,0.5429126213592232,0.20737864077669904,0.005048543689320388,1.0164520743919885,13,0,13,0,144,1
11,854,1216,1196,412,9,0,1,0,2662,0.3208114199849737,0.4567993989481593,0.4492862509391435,0.15477084898572502,0.0033809166040570998,1.0167224080267558,12,0,13,0,144,1
12,727,1176,1147,249,11,0,1,0,2700,0.26925925925925925,0.43555555555555553,0.4248148148148148,0.09222222222222222,0.004074074074074074,1.025283347863993,11,0,12,0,144,1
13,1131,1127,1095,632,12,0,1,0,2995,0.37762938230383974,0.3762938230383973,0.3656093489148581,0.21101836393989984,0.004006677796327212,1.0292237442922374,14,0,15,0,144,1
14,729,1302,1273,856,10,0,1,0,2620,0.2782442748091603,0.49694656488549616,0.4858778625954199,0.3267175572519084,0.003816793893129771,1.0227808326787118,12,0,13,0,144,1
15,517,1106,969,183,10,0,1,0,2721,0.19000367511944138,0.40646821021683205,0.35611907386990077,0.06725468577728776,0.003675119441381845,1.1413828689370484,13,0,14,0,144,1
16,6475,13257,12986,12823,84,0,1,0,3134,2.0660497766432675,4.230057434588385,4.1435864709636245,4.091576260370134,0.026802807913209957,1.0208686277529648,11,0,5,0,113,1
