,statuses_count,followers_count,friends_count,favourites_count,listed_count,is_default_profile,is_profile_use_background_image,is_verified,user_age,tweets_freq,followers_growth_rate,friends_growth_rate,favourites_growth_rate,listed_growth_rate,followers_friends_ratio,screen_name_length,num_digits_in_screen_name,length_of_name,num_digits_in_name,description_length,is_bot
0,101,42,240,515,0,0,1,0,4218,0.023944997629208157,0.00995732574679943,0.05689900426742532,0.12209577999051684,0.0,0.175,15,0,16,0,66,1
1,38,16,0,187,0,1,1,0,4129,0.009203196899975782,0.003875030273674013,0.0,0.04528941632356503,0.0,9418.0,9,0,11,0,41,1
2,32,7,0,178,0,1,1,0,2755,0.01161524500907441,0.002540834845735027,0.0,0.06460980036297641,0.0,9418.0,14,4,16,0,73,1
3,145,99,500,838,0,1,1,0,3882,0.03735188047398248,0.025502318392581144,0.1287995878413189,0.2158681092220505,0.0,0.198,11,0,16,0,63,1
4,39,59,419,628,0,1,1,0,3135,0.012440191387559809,0.018819776714513556,0.13365231259968102,0.20031897926634767,0.0,0.14081145584725538,7,2,10,0,57,1
5,37,15,183,156,0,1,1,0,2601,0.014225297962322183,0.0057670126874279125,0.07035755478662054,0.05997693194925029,0.0,0.08196721311475409,8,0,10,0,38,1
6,119,56,0,572,0,1,1,0,2841,0.04188665962689194,0.019711369236184443,0.0,0.20133755719816965,0.0,9418.0,14,1,15,0,57,1
7,14,5,1,70,0,1,1,0,4090,0.0034229828850855745,0.0012224938875305623,0.00024449877750611245,0.017114914425427872,0.0,5.0,14,0,13,0,40,1
8,114,48,337,548,0,1,1,0,1444,0.07894736842105263,0.0332409972299169,0.23337950138504154,0.37950138504155123,0.0,0.142433234421365,6,0,14,0,73,1
9,21,15,75,212,0,1,1,0,3630,0.005785123966942148,0.004132231404958678,0.02066115702479339,0.05840220385674931,0.0,0.2,7,2,12,0,58,1
10,289,176,0,1074,2,1,1,0,4051,0.07134040977536411,0.043446062700567764,0.0,0.26511972352505553,0.0004937052579609973,9418.0,12,1,15,0,54,1
11,22,14,136,140,0,1,1,0,1801,0.012215435868961688,0.007773459189339256,0.07551360355358135,0.07773459189339256,0.0,0.10294117647058823,11,1,12,0,65,1
12,78,21,21,307,0,1,1,0,3049,0.025582158084617907,0.006887504099704822,0.006887504099704822,0.10068875040997048,0.0,1.0,10,0,11,0,65,1
13,42,13,0,76,0,1,1,0,2760,0.015217391304347827,0.004710144927536232,0.0,0.02753623188405797,0.0,9418.0,8,0,14,0,54,1
14,16,11,94,96,0,1,1,0,2938,0.005445881552076242,0.0037440435670524166,0.031994554118447927,0.03267528931245745,0.0,0.11702127659574468,11,3,13,0,35,1
15,38,5,0,236,0,1,1,0,2495,0.015230460921843688,0.002004008016032064,0.0,0.09458917835671343,0.0,9418.0,8,3,12,0,59,1
16,726,277,0,810,7,0,1,0,4230,0.17163120567375886,0.06548463356973995,0.0,0.19148936170212766,0.0016548463356973995,9418.0,10,0,16,0,61,1
17,66,15,0,381,0,1,1,0,2009,0.03285216525634644,0.007466401194624191,0.0,0.18964659034345446,0.0,9418.0,6,3,10,0,35,1
18,8,9,0,84,0,1,1,0,2801,0.002856122813280971,0.0032131381649410924,0.0,0.029989289539450195,0.0,9418.0,6,1,14,0,41,1
19,58,35,0,312,0,1,1,0,3127,0.01854812919731372,0.011192836584585865,0.0,0.09977614326830828,0.0,9418.0,10,1,14,0,41,1
20,48,14,0,179,0,0,1,0,3045,0.015763546798029555,0.004597701149425287,0.0,0.05878489326765189,0.0,9418.0,12,0,13,0,35,1
21,34,12,4,208,0,1,1,0,2892,0.011756569847856155,0.004149377593360996,0.0013831258644536654,0.07192254495159059,0.0,3.0,6,0,13,0,59,1
22,99,18,0,189,0,1,1,0,2903,0.03410265242852222,0.006200482259731312,0.0,0.06510506372717878,0.0,9418.0,11,0,14,0,57,1
